23.6798541433,97.1588134766,27.5444641113,0.0101318359,-97.1486816406,93.4787597656,2487.6224683304,111.2470503016,127.2463273,113.3953963654
26.4565876607,133.9599609375,37.2231140137,0,-133.9599609375,125.4168701172,11141.1221638549,124.269939614,142.2079334,147.0758851135
27.0745627053,137.8225097656,37.2422790527,0,-137.8225097656,137.3680419922,9897.5208518289,123.2418893947,152.2436969,148.5721024499
27.172587917,136.6666259766,39.6611938477,0,-136.6666259766,117.1821289063,12051.3128277004,124.9520480871,147.5781883,146.911840318
27.2094253349,136.6485595703,40.4041442871,0,-136.6485595703,115.5424804688,12268.0622894604,125.1068803348,149.6848427,146.8920431107
27.1933992557,135.6311035156,40.9223632813,0,-135.6311035156,115.6368408203,12265.4136383722,125.1050048654,148.4238631,146.7984864825
27.1722823503,136.5040283203,39.9535827637,0,-136.5040283203,118.7845458984,11733.839689998,124.7201638971,145.8166603,146.7173644566
26.6295093554,136.5543212891,37.5259399414,0,-136.5543212891,126.9637451172,11113.1589898331,124.2481114391,151.6789375,147.8369670582
26.2797661484,135.5612792969,37.3339233398,0,-135.5612792969,125.8601074219,11023.7631895547,124.1779583916,145.1784206,147.1842114374
27.193784099,135.0255126953,41.4692687988,0,-135.0255126953,115.6552734375,12262.2407988136,125.102757693,147.9645159,146.7357750943
26.1863263394,136.4692382813,37.1723022461,0,-136.4692382813,129.5430908203,10898.1384588775,124.0784073117,158.327959,148.1581679532
13.3453830928,48.361328125,18.8258972168,0.0407714844,-48.3205566406,48.3205566406,1074.5084212774,103.955557358,106.7949379,89.7118974669
26.0770844404,136.4783935547,36.1451721191,0,-136.4783935547,129.6430664063,10785.2603242919,123.98797353,151.5898164,147.9189196802
24.9285022204,129.701171875,32.2098999023,0,-129.701171875,123.7493896484,9710.5229803475,123.0762132944,138.6027864,142.8439803465
26.3535077691,136.5339355469,36.0078735352,0,-136.5339355469,129.1517333984,10875.295108927,124.0601819006,144.3800483,147.9538624135
26.18833417,135.9854736328,37.1141357422,0,-135.9854736328,129.4893798828,10902.012855395,124.081494683,155.4818379,148.0837866364
26.0555352325,123.0419921875,34.7739562988,0,-123.0419921875,108.9818115234,8633.7959060363,122.0553964504,136.2839588,135.2174128616
26.1304612054,101.4390869141,42.6225891113,0,-101.4390869141,84.4945068359,4820.6745671786,116.9935171717,114.0715558,116.9150361148
26.2936171426,135.6215820313,35.8084411621,0,-135.6215820313,130.0240478516,10771.9074857796,123.9772131836,145.3706371,147.8745716157
26.4338998057,135.7270507813,36.8244018555,0,-135.7270507813,128.3610839844,11012.8779355093,124.1693773994,148.980736,147.9228386666
26.6986706734,136.1409912109,36.4324951172,0,-136.1409912109,126.7937011719,10998.9225849987,124.1583637932,141.8331895,147.4486634985
