Latitude,Longitude,VSA_BPL
39.784877,-105.049687,118.9450951
39.78492,-105.049397,122.4149031
39.784948,-105.049105,127.2126195
39.784957,-105.048813,120.7710537
39.78495,-105.048523,116.1101188
39.784928,-105.048235,119.6631424
39.784892,-105.047948,118.6510397
39.784838,-105.047668,114.9499241
39.78477,-105.047392,114.6091892
39.784687,-105.047125,122.0045202
39.78459,-105.046865,124.4622106
39.784482,-105.046613,121.9593273
39.784367,-105.046368,131.751191
39.784247,-105.046127,133.1724192
39.784127,-105.045885,132.4761587
39.784007,-105.045642,129.5056008
39.783892,-105.045395,127.1639164
39.783787,-105.045143,126.4079497
39.783693,-105.044883,128.3609279
39.783615,-105.044615,135.7066638
39.78355,-105.044338,138.6883742
39.7835,-105.044058,137.7468874
39.783462,-105.043772,140.4148303
39.783438,-105.043482,135.8428115
39.783423,-105.043185,139.8640064
39.783418,-105.042885,139.2947629
39.783415,-105.04258,142.4294602
39.783413,-105.042273,146.716612
39.783412,-105.041965,146.054763
39.78341,-105.041657,145.5094768
39.783412,-105.041348,145.8062344
39.783413,-105.041042,148.6829251
39.783413,-105.040733,149.5754173
39.783415,-105.040428,148.620473
39.783418,-105.040123,145.6344064
39.78342,-105.039817,146.0418995
39.78342,-105.039508,146.5194961
39.78342,-105.039197,148.0043893
39.783418,-105.038883,146.3070653
39.783418,-105.03857,146.5485599
39.783418,-105.038253,145.9806257
39.783418,-105.037937,147.0525865
39.783418,-105.037617,146.4818143
39.783417,-105.037297,145.3655642
39.783415,-105.036975,145.8366289
39.783412,-105.036652,144.3947814
39.783402,-105.03633,145.0445326
39.78339,-105.036007,143.3121237
39.783375,-105.035687,143.1716941
39.783357,-105.03537,141.7895667
39.783338,-105.035053,139.5910708
39.783318,-105.034737,140.3332912
39.783297,-105.03442,138.6312403
39.783277,-105.034102,142.255928
39.78326,-105.033782,144.0078602
39.78325,-105.03346,143.5218161
39.78325,-105.033138,141.7107085
39.78326,-105.032817,143.3619194
39.783283,-105.032493,144.3321863
39.783318,-105.032172,144.1169583
39.783362,-105.03185,144.2266176
39.783407,-105.031528,144.5320947
39.783457,-105.031207,145.6965539
39.783507,-105.030885,144.5950314
39.783557,-105.030565,143.1057936
39.783608,-105.030248,143.5569218
39.783658,-105.029932,143.0221196
39.783707,-105.029615,143.9512028
39.783755,-105.029302,144.9521243
39.783803,-105.028988,143.9194085
39.78385,-105.028675,145.1983138
39.783895,-105.028365,146.445629
39.783938,-105.028055,145.3922944
39.78398,-105.027747,144.3702319
39.784017,-105.027437,146.2747505
39.784052,-105.027128,146.5407923
39.784082,-105.026818,144.7016644
39.784107,-105.026507,146.8235053
39.784127,-105.026193,148.8017225
39.784145,-105.02588,151.4183107
39.784162,-105.025565,150.6336973
39.784175,-105.025248,149.1835054
39.784182,-105.024935,147.6988791
39.784183,-105.02462,145.2745082
39.784177,-105.024308,143.5898958
39.784162,-105.023997,141.4119317
39.78414,-105.023692,140.9819441
39.78411,-105.023388,138.2070506
39.784073,-105.023087,138.1432379
39.78403,-105.022787,138.0399961
39.783982,-105.022488,140.2199841
39.783927,-105.022188,138.9590222
39.78387,-105.021885,138.921413
39.783812,-105.02158,138.9433492
39.783753,-105.021273,139.3913823
39.783698,-105.020965,140.1055888
39.783652,-105.020655,141.6088935
39.783612,-105.020343,143.1653866
39.783582,-105.020028,144.2294223
39.78356,-105.019713,145.7147826
39.783545,-105.019397,148.020459
39.783537,-105.019078,147.6709267
39.783533,-105.018758,150.0078014
39.783532,-105.018438,151.9143782
39.783532,-105.018118,151.6145282
39.783532,-105.017798,146.9662422
39.78353,-105.017477,148.3788025
39.783528,-105.017158,148.4379791
39.783527,-105.016842,149.1086545
39.783525,-105.01653,146.1452768
39.783523,-105.01622,148.2197162
39.783522,-105.015915,143.087756
39.783518,-105.015612,151.6054952
39.783513,-105.015308,144.2250692
39.783508,-105.015008,150.7627898
39.783503,-105.014708,147.7188346
39.783497,-105.014408,146.8160156
39.783492,-105.014108,152.1325174
39.783485,-105.013808,151.5761685
39.78348,-105.013507,154.2975186
39.783475,-105.013203,148.632569
39.783468,-105.012898,154.0467361
39.783462,-105.012592,153.0278282
39.783453,-105.012283,154.4951248
39.783447,-105.011975,154.754375
39.78344,-105.011668,151.9039822
39.783433,-105.011362,154.5115159
39.783425,-105.011058,153.9005045
39.783417,-105.010757,152.9066323
39.783403,-105.010457,153.7162677
39.783387,-105.010155,153.8619797
39.783367,-105.009852,154.0647405
39.783342,-105.009545,156.5432831
