33.4007110475,157.6175711,124.2168600525,11073.2462573699,26.3632488,135.2998046875,0,-135.2998046875,125.6341552734
30.3134405475,154.5303006,124.2168600525,11073.2462573699,26.3632488,135.2998046875,0,-135.2998046875,125.6341552734
28.3404941475,152.5573542,124.2168600525,11073.2462573699,26.3632488,135.2998046875,0,-135.2998046875,125.6341552734
33.8484332475,158.0652933,124.2168600525,11073.2462573699,26.3632488,135.2998046875,0,-135.2998046875,125.6341552734
33.8507910475,158.0676511,124.2168600525,11073.2462573699,26.3632488,135.2998046875,0,-135.2998046875,125.6341552734
27.9617321475,152.1785922,124.2168600525,11073.2462573699,26.3632488,135.2998046875,0,-135.2998046875,125.6341552734
35.3724409623,159.5891643,124.2167233377,11073.0719672755,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
33.1902570623,157.4069804,124.2167233377,11073.0719672755,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
30.6144968214,154.8311785,124.2166816787,11073.0188589516,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
36.9654938214,161.1821755,124.2166816787,11073.0188589516,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
25.3601166214,149.5767983,124.2166816787,11073.0188589516,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
23.1698063623,147.3865297,124.2167233377,11073.0719672755,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
22.3028590983,146.5198057,124.2169466017,11073.3565954752,26.3601416004,135.2760009766,0,-135.2760009766,125.6232910156
22.2250235305,146.4421883,124.2171647695,11073.6347340047,26.3542810481,135.3984375,0,-135.3984375,125.5252685547
21.5032279655,145.7208913,124.2176633345,11074.2703724783,26.3381950781,135.5180664063,0,-135.5180664063,125.4282226563
22.6290093093,146.8471868,124.2181774907,11074.9259268376,26.3342130866,135.5281982422,0,-135.5281982422,125.4591064453
22.1512558207,146.3701227,124.2188668794,11075.8049653315,26.3431657294,135.5305175781,0,-135.5305175781,125.5266113281
23.392984166,147.6129087,124.219924534,11077.1537148488,26.3482503273,135.5137939453,0,-135.5137939453,125.5570068359
24.3007551656,148.5221887,124.2214335344,11079.0783169681,26.3555028005,135.4948730469,0,-135.4948730469,125.5836181641
23.5984098986,147.8216935,124.2232836014,11081.4383768975,26.3621009097,135.4729003906,0,-135.4729003906,125.6027832031
23.3764499666,147.6020343,124.2255843334,11084.3740344037,26.3685702368,135.4663085938,0,-135.4663085938,125.5843505859
21.8527489818,146.0809289,124.2281799182,11087.6868477898,26.3762019304,135.3160400391,0,-135.3160400391,125.5589599609
20.2741728591,144.5048756,124.2307027409,11090.9077420039,26.3859303798,135.2279052734,0,-135.2279052734,125.5336914063
21.8911845854,146.1238869,124.2327023146,11093.4612673737,26.3970563969,135.2985839844,0,-135.2985839844,125.5222167969
23.5413197316,147.7757486,124.2344288684,11095.6666099389,26.4007527416,135.4296875,0,-135.4296875,125.5061035156
23.3130118484,147.549553,124.2365411516,11098.3652442269,26.4060964317,135.4930419922,0,-135.4930419922,125.4782714844
22.6826218802,146.9221148,124.2394929198,11102.1374967805,26.4038797706,135.5036621094,0,-135.5036621094,125.4328613281
21.3390217885,145.5817492,124.2427274115,11106.2725318194,26.4044061308,135.4815673828,0,-135.4815673828,125.3311767578
19.4171635697,143.6629962,124.2458326303,11110.2437510245,26.4227944675,135.4625244141,0,-135.4625244141,125.2080078125
21.0878881362,145.3365616,124.2486734638,11113.8780954597,26.439393646,135.5334472656,0,-135.5334472656,125.2008056641
20.5241331285,144.7753692,124.2512360715,11117.1575190253,26.4583136214,135.5668945313,0,-135.5668945313,125.7766113281
21.7689852475,146.0227526,124.2537673525,11120.3978032027,26.5020869677,135.5345458984,0,-135.5345458984,128.2689208984
17.9070112266,142.1658888,124.2588775734,11126.942257715,26.5080283113,135.49609375,0,-135.49609375,129.0986328125
13.2782032025,137.5399895,124.2617862975,11130.6690636311,26.4449230583,134.8647460938,0,-134.8647460938,125.8603515625
15.3021410403,139.5666105,124.2644694597,11134.1079749371,26.346895108,134.0517578125,0,-134.0517578125,125.51953125
14.1376524905,138.4042363,124.2665838095,11136.8186084651,26.3002822848,135.2556152344,0,-135.2556152344,125.6907958984
18.0369915089,142.3048513,124.2678597911,11138.4547586112,26.2911301287,135.4758300781,0,-135.4758300781,125.8430175781
25.544245779,149.8122001,124.267954321,11138.575980819,26.2930654185,135.5615234375,0,-135.5615234375,126.0263671875
26.367773591,150.6354489,124.267675309,11138.2181882972,26.2934573531,135.5590820313,0,-135.5590820313,126.0541992188
29.5078065679,153.7747879,124.2669813321,11137.3283131775,26.3139806168,135.5338134766,0,-135.5338134766,126.1451416016
27.4874518401,151.7536107,124.2661588599,11136.2737625953,26.3774218047,135.5659179688,0,-135.5659179688,126.2447509766
26.6916138352,150.9568387,124.2652248648,11135.0763416743,26.4415280804,135.6949462891,0,-135.6949462891,126.3260498047
28.2291633441,152.4935032,124.2643398559,11133.9418419808,26.5038630972,135.7008056641,0,-135.7008056641,126.3712158203
26.9583559909,151.2217676,124.2634116091,11132.7520394461,26.5603596261,135.9465332031,0,-135.9465332031,126.4317626953
25.6793649512,149.941998,124.2626330488,11131.7541991837,26.6128536286,135.6735839844,0,-135.6735839844,126.4888916016
22.5418390646,146.8036484,124.2618093354,11130.6985859616,26.6322817464,135.5432128906,0,-135.5432128906,126.5754394531
23.3697978397,147.6308714,124.2610735603,11129.7557527926,26.6326506194,135.6391601563,0,-135.6391601563,126.6127929688
22.8618108924,147.1222353,124.2604244076,11128.9239853595,26.6326907519,135.7385253906,0,-135.7385253906,126.6318359375
23.6798986708,147.9398088,124.2599101292,11128.2650780947,26.6497234079,135.6187744141,0,-135.6187744141,126.6427001953
