Distance,Measured,Free Space loss Predicted,ITM Predicted,DNN Predicted,ITM Squared Error,DNN Squared Error,Free Space Loss Squared Error,,,,,,
13109.7386360749,144.6153969,125.6832415552,125.6246093128,152.509,360.6500131835,62.1669660445,358.4265059989,,,,,,
13118.6353347301,141.4148092,125.6891340856,125.6304515739,152.5,249.1459456688,123.12545027,247.2968578027,,,,,,
13127.7209103591,126.6174918,125.6951475916,125.6364402195,152.511,0.9624622036,670.5255549199,0.8507188387,,,,,,
13136.8736418664,123.656651,125.7012013397,125.6424529927,152.512,3.9434095544,842.1806560818,4.1801860915,,,,,,
13155.1976517876,148.428345,125.7133084386,125.6544890618,152.677,518.6485142919,18.711291179,515.972885987,,,,,,
13164.7079619546,149.2197264,125.7195854754,125.6607159389,152.754,555.0269739079,12.6115441821,552.2566234771,,,,,,
13174.3138064954,149.1785652,125.7259209657,125.6669556317,152.771,552.7957844904,13.4867773603,550.0265215788,,,,,,
13184.1429640076,149.8565288,125.7323989612,125.6734293877,152.851,584.8222971832,7.983287502,581.9736404804,,,,,,
13204.1402868408,150.2113639,125.7455634835,125.6865229181,152.682,601.4678251864,6.089227922,598.5753900183,,,,,,
13214.4192907951,149.5696592,125.7523225423,125.6932106261,152.679,570.0847965012,9.9120497929,567.2655254658,,,,,,
13224.427689992,149.1803765,125.7588986124,125.6997443567,152.718,551.3400858474,12.7493521788,548.5656264408,,,,,,
13234.6594814547,149.6577705,125.7656163208,125.7064012602,152.751,573.6680884628,9.8233945587,570.8350313249,,,,,,
13254.789146479,153.0420716,125.7788173568,125.7195098554,152.792,746.522380287,0.0506572251,743.2850319318,,,,,,
13264.7643696889,153.1177658,125.7853516819,125.7260494011,152.817,750.3061272781,0.0690458656,747.0608615261,,,,,,
13274.6543476972,153.797606,125.7918253173,125.7324865552,152.855,787.6509294499,0.8074927432,784.3237516452,,,,,,
13284.1806929726,154.0152051,125.7980563728,125.7387206325,152.899,799.5595738414,0.7906857099,796.2074822919,,,,,,
13303.1292990855,155.186513,125.8104371311,125.7510701903,153.126,866.4452934032,3.4876048052,862.9538334546,,,,,,
13312.1961234719,154.8207218,125.8163550328,125.7569640971,153.319,844.7020118154,2.4923625218,841.2532915688,,,,,,
13321.2838811414,154.6603427,125.8222825543,125.7628613868,153.242,835.0644262458,2.3480741502,831.6337129671,,,,,,
13329.8204324586,154.6406555,125.8278468675,125.7683871375,153.128,833.6078803936,2.5749192737,830.1779412957,,,,,,
13344.9882488767,155.9801708,125.837724801,125.7782414815,153.036,912.156534558,8.5332388428,908.5670508031,,,,,,
13351.7561796103,154.6398913,125.8421287463,125.7826611746,153.059,832.7397305127,2.4426292156,829.3111281014,,,,,,
13358.5417607011,154.6917673,125.8465419363,125.7870530987,153.077,835.4825030563,2.5560568795,832.0470262853,,,,,,
13365.0200691198,155.0349701,125.8507531917,125.7912571009,153.093,855.1947499755,3.5305286367,851.7185165488,,,,,,
13377.5064188713,155.678478,125.8588642476,125.7993819446,153.156,892.7603810876,5.8635557045,889.2093643396,,,,,,
13383.5909850942,154.4111109,125.8628140013,125.8033446022,153.257,818.4042925495,0.8932346133,815.0052558143,,,,,,
13389.9265542024,154.5269572,125.8669247839,125.8074685836,153.466,824.8090263853,0.7902449034,821.3974580895,,,,,,
13396.7620593544,154.8228853,125.8713577652,125.811905365,153.638,841.6369567903,1.9484957708,838.1909465967,,,,,,
13411.6867753457,156.6295929,125.881028929,125.8215292203,153.427,949.1367876921,10.0716918949,945.4741862797,,,,,,
13419.6808635353,158.5622346,125.886204645,125.826722415,153.456,1071.6137580166,26.6589915346,1067.722933619,,,,,,
13427.9279984238,156.1791581,125.8915409642,125.8320800677,153.399,920.9451451006,7.896988547,917.339751762,,,,,,
13436.2277008517,157.2396458,125.8969079895,125.8374874093,153.369,986.0955515947,13.1743286335,982.3672134551,,,,,,
13460.5503158974,156.4665131,125.9126172026,125.8533608005,153.61,937.1650937154,6.9090811169,933.540554512,,,,,,
13468.8186104664,154.4235286,125.9179509701,125.8587033013,153.838,815.9492443433,0.440270203,812.5679560169,,,,,,
13476.7870141112,157.3827627,125.9230881845,125.8638515971,153.76,993.4417571137,13.6217293077,989.7111206239,,,,,,
13493.541329867,157.4296577,125.9338797591,125.8746298066,153.692,995.7197853527,14.2480407522,991.9840280997,,,,,,
13502.238253096,156.3585275,125.9394762279,125.8802369947,153.655,928.9261921276,7.2604784483,925.318680297,,,,,,
13511.0290794503,153.9185183,125.9451294611,125.8859006948,153.664,785.8276497996,0.0564149428,782.5104831329,,,,,,
13519.9236164652,149.0736721,125.9508456466,125.8915508998,153.681,537.4107433388,24.1604483645,534.6651031954,,,,,,
13537.9788575919,154.259632,125.9624375174,125.9031491865,153.989,804.0901175497,0.0378816154,800.7312155865,,,,,,
13547.3538223365,154.3757935,125.9684503594,125.909152455,154.065,810.3496523839,0.1745514086,806.9771443106,,,,,,
13556.4572769204,156.4444706,125.9742850816,125.9149175859,153.958,932.0536072438,6.4235412223,928.4322055258,,,,,,
13565.565995245,155.4556049,125.9801192573,125.9207184622,153.91,872.309516896,2.2970582129,868.8042538708,,,,,,
13583.6733628918,158.1074059,125.991705484,125.9323573731,153.94,1035.2337477082,17.2424747584,1031.4182132108,,,,,,
13592.7472104534,158.1440825,125.9975056917,125.9381684601,153.955,1037.2208991482,17.3062864068,1033.4024004948,,,,,,
13601.687745179,153.4306099,126.003216897,125.9438569282,153.984,755.5215889324,0.5570981814,752.2618869427,,,,,,
13610.5580142324,158.626304,126.0088795079,125.9495340064,154.177,1067.7712972163,18.6218486124,1063.8963804947,,,,,,
13619.3824857068,157.0342096,126.0145092219,125.9551825138,154.311,965.905924623,7.7908510311,962.2218115469,,,,,,
13628.3500465509,152.4901262,126.0202264864,125.9608995407,154.243,703.7998671391,2.7023210703,700.6555908491,,,,,,
13637.1841730938,154.9766826,126.0258550026,125.9664938429,154.134,841.5910517205,0.7321927119,838.150418574,,,,,,
13646.0231201095,154.9859974,126.0314829422,125.972114827,154.121,841.8053819573,0.6789717152,838.3639074883,,,,,,
13654.9537348879,156.7300084,126.0371655474,125.9777537808,154.162,945.7011641643,6.5434069745,942.050602373,,,,,,
13663.6757237192,153.5323255,126.0427118165,125.9832633124,154.172,758.9508274155,0.445789238,755.6788604678,,,,,,
13672.3391160246,153.1810429,126.0482173207,125.9887333569,154.2,739.4216982883,1.7003041186,736.1902239175,,,,,,
13689.1500512964,155.6183765,126.0588905663,125.9993069876,154.485,877.2892787827,1.1478476048,873.7632086658,,,,,,
13697.7232231555,154.5687803,126.0643286188,126.0046805993,154.547,815.9077917138,0.0308987139,812.5037656482,,,,,,
13706.0876374522,153.1904205,126.0696309749,126.0099412034,154.393,738.7784547916,1.2400593028,735.5372244675,,,,,,
13714.605669026,152.6099287,126.0750273872,126.0152834635,154.304,707.2751552578,2.9620864197,704.1009876779,,,,,,
13722.534311522,154.0641483,126.0800473941,126.0202541659,154.331,786.4599982027,0.0834353046,783.1099035109,,,,,,
13730.0224111767,157.1437506,126.0847858095,126.0249800651,154.353,968.3778796013,7.721454897,964.6592938566,,,,,,
13737.4503656653,158.8057374,126.089483613,126.0296180354,154.365,1074.2740006049,19.6048584834,1070.3532618562,,,,,,
13745.0196774522,154.475065,126.0942682054,126.0343421629,154.378,808.8747154975,3.52242249999265E-05,805.4696266978,,,,,,
13752.5177592885,153.8427668,126.099005176,126.0390133838,154.481,773.0487040307,0.5901822496,769.7163090518,,,,,,
13760.2316736083,158.3892011,126.1038758059,126.0438214942,154.611,1046.2235818439,13.200150233,1042.3422293477,,,,,,
13767.4183127591,158.2435973,126.1084110536,126.0483249124,154.756,1036.5355641087,11.441964494,1032.6701950912,,,,,,
13774.6080045832,158.6405111,126.1129458595,126.0528195353,154.861,1061.9576415159,16.317649927,1058.0425004782,,,,,,
13781.737078385,158.6688315,126.1174400948,126.0573183302,154.601,1063.5107912223,17.6469852914,1059.5930824166,,,,,,
13788.8691417321,160.6575102,126.1219338891,126.0617216246,154.468,1196.8685871535,38.1739882915,1192.7060311284,,,,,,
13796.0252779165,160.3172717,126.1264405157,126.0661879398,154.479,1173.1367387504,34.0620673562,1169.0129370704,,,,,,
13802.9082004481,159.706332,126.1307728793,126.0704910769,154.481,1131.3697946058,27.2727515182,1127.318170268,,,,,,
13809.8043111625,155.2030063,126.1351113779,126.0748208045,154.484,848.4511902608,0.497033883,844.9425152002,,,,,,
13816.5651135969,159.2766231,126.1393626485,126.0790380202,154.498,1102.0796551324,22.2937246985,1098.0780302334,,,,,,
13823.2647552052,158.7694107,126.1435734087,126.0832252815,154.555,1068.3867172115,17.2425146215,1064.4452589566,,,,,,
13829.967000921,160.8691599,126.1477837642,126.0874040897,154.617,1209.7705372498,37.7629901966,1205.573960764,,,,,,
13836.6718469607,162.6555537,126.1519937121,126.0915498441,154.724,1336.9263779739,62.1661870482,1332.5098917915,,,,,,
13842.9959372317,161.5117109,126.1559627157,126.0955067773,154.771,1254.3075144606,44.0061203048,1250.02892967,,,,,,
13849.1305898275,159.3433688,126.159811096,126.0993275971,154.878,1105.1662755,19.4248997392,1101.148501897,,,,,,
13855.1395346528,158.2432527,126.1635789651,126.1030718083,154.936,1032.9912277518,12.5333891799,1029.1054669364,,,,,,
13866.3517454732,159.8889031,126.1706051406,126.1100531495,154.703,1141.0107039753,27.645545009,1136.9236172792,,,,,,
13871.6625449124,161.1620015,126.1739311911,126.1133272424,154.631,1228.4095672187,42.719315608,1224.1650639397,,,,,,
13876.8665695852,158.9515809,126.1771891357,126.1165650058,154.626,1078.1382687707,18.7193022842,1074.1607555228,,,,,,
13881.4120820767,158.8929733,126.1800338236,126.1194040178,154.625,1074.1068434972,18.1644164099,1070.1364091872,,,,,,
13885.3280690819,157.8337285,126.1824837929,126.1218463273,154.631,1005.6434709362,10.1616129897,1001.801291506,,,,,,
13888.9789121312,153.8667414,126.1847672573,126.1241203625,154.646,769.6530220303,0.6182025861,766.2916924372,,,,,,
13892.6305118454,155.4202888,126.1870505946,126.1264049572,154.653,858.1316305959,0.556946973,854.5822159747,,,,,,
13896.3469507879,158.6944114,126.1893738595,126.1287277866,154.674,1060.5237492052,16.0433204833,1056.5774655071,,,,,,
13900.3397941327,156.5584139,126.1918692215,126.1312186566,154.689,925.814210381,3.4425607403,922.1270357138,,,,,,
13904.0577844754,155.8619003,126.1941921672,126.1335356779,154.703,883.7756631042,1.2879986909,880.1729058508,,,,,,
13907.5200637126,153.0815406,126.19635479,126.1356941174,154.727,726.0786426645,2.8306696326,722.8132160388,,,,,,
13910.149283075,154.9715895,126.1979967039,126.1373324009,154.764,831.4143824583,0.0229793765,827.9196423952,,,,,,
13912.3299069342,153.4877874,126.1993582402,126.1386829582,154.82,747.9735137696,1.9132770968,744.6583660068,,,,,,
13914.3183562771,156.2372532,126.2005996008,126.1399117892,154.871,905.8499599988,1.7536465377,902.200559439,,,,,,
13916.8202700061,156.3899044,126.2021612578,126.1414642554,154.913,914.9681311831,2.1342416659,911.2998360185,,,,,,
13919.9453150414,157.0864312,126.2041114698,126.1434375087,154.929,957.4688585794,4.5047141987,953.7176719206,,,,,,
13924.1167644756,156.7649572,126.2067140175,126.1460229182,154.964,937.5191365515,3.0868986026,933.8062264038,,,,,,
13929.1786365647,156.018491,126.2098710488,126.1491585692,155.008,892.1770198611,0.9870243671,888.5538233975,,,,,,
13934.4710081313,151.9690201,126.2131706134,126.1524688758,155.025,666.4943171109,9.653324099,663.3637827789,,,,,,
13939.7926204462,153.5434762,126.2164871449,126.1557935082,155.076,750.0851632261,2.4321144828,746.7643308157,,,,,,
13945.0799758427,152.2477816,126.2197810733,126.1590842696,155.103,680.6201283977,8.2783857213,677.4568114194,,,,,,
13950.2974129892,150.587771,126.2230302198,126.1623410593,155.125,596.601627788,20.6227608304,593.6405932882,,,,,,
13955.5110838002,149.7948293,126.2262758071,126.1655813837,155.129,558.3413570916,27.0001899435,555.4767137462,,,,,,
13960.7964852647,150.3925731,126.2295648105,126.1688024326,154.991,586.7910653446,20.6336421418,583.8509696,,,,,,
13965.9802687576,149.7239072,126.2327893696,126.1720372211,154.935,554.6905795046,27.2076240982,551.8326169206,,,,,,
13971.0464638019,149.4107868,126.2359396269,126.1751748517,154.94,539.89366261,30.6718054487,537.0735414944,,,,,,
13976.5649263918,150.5157145,126.2393698133,126.1786202789,154.949,592.2941551284,20.2885878655,589.3409113473,,,,,,
13982.3994202936,148.5523571,126.242994967,126.1822527035,155.02,500.4215707092,42.2583581133,497.7076387833,,,,,,
13988.868216297,151.4248194,126.2470124645,126.1862743371,155.053,636.9841568898,13.2218093558,633.9219620825,,,,,,
13995.7357395858,149.9628804,126.2512755622,126.1905183552,155.061,565.1251971903,26.0724573695,562.2402039845,,,,,,
14002.8329820846,145.9122317,126.2556790635,126.1949025835,155.069,388.7730674878,84.9119548227,386.3800615533,,,,,,
14010.1672291622,149.6417365,126.2602272705,126.1994494703,155.127,549.5408211829,29.8909701784,546.6949738502,,,,,,
14018.0693632677,150.8360192,126.265124979,126.2043366339,155.109,606.7197860383,17.943533338,603.7288428197,,,,,,
14036.2007556166,149.9520994,126.2763523105,126.215505136,155.072,563.4259072547,26.4185781779,560.5410002476,,,,,,
14046.3541026084,148.1233465,126.282633139,126.2217537769,155.092,479.6797638075,48.8133271291,477.0167601195,,,,,,
14056.4712282394,150.4712343,126.2888870468,126.2279658819,155.11,587.7360635936,21.6389241277,584.7859186725,,,,,,
14066.0238298661,150.0945323,126.2947878637,126.2338372594,155.123,569.3327678194,25.5779795365,566.4278352327,,,,,,
14074.4756936731,150.2495533,126.3000053943,126.2390181886,155.152,576.505796336,24.1714481539,573.5808448876,,,,,,
14081.7602933206,147.9208877,126.3044998324,126.2434793066,155.166,469.9100346556,52.767327507,467.2682244423,,,,,,
14087.76052285,149.3221132,126.3082000964,126.2471460752,155.185,532.4541078128,34.5260456864,529.6401963385,,,,,,
14092.728132631,149.5281771,126.3112623649,126.2501858463,155.198,541.8648768089,32.3513293418,539.0251298173,,,,,,
14097.5147532898,150.4917049,126.3142120422,126.2531232635,155.216,587.5088397476,22.4419648645,584.5511608914,,,,,,
14102.5966876844,150.6843844,126.3173426058,126.2562307686,155.229,596.7346898402,21.1013042806,593.7527258007,,,,,,
14107.5832979931,151.1583571,126.3204133517,126.2592609183,155.278,619.9649906679,17.9237322047,616.9234496442,,,,,,
14112.3744231097,150.8311489,126.3233626959,126.2621782184,155.392,603.6343203548,21.5467816346,600.631584626,,,,,,
14117.1012332312,150.746307,126.3262714677,126.2651141747,155.473,599.3288021512,23.0466532802,596.3381353987,,,,,,
14122.2926648782,150.2425273,126.329465035,126.2683568348,155.547,574.7608494946,26.7027741052,571.8345468883,,,,,,
14127.9929753501,151.0291468,126.3329702929,126.2718974173,155.41,612.9213969986,18.9125241552,609.9011340688,,,,,,
14134.1453977892,149.9501222,126.3367519787,126.2757074642,155.378,560.4779130841,29.8867528801,557.5912532089,,,,,,
14140.6636749566,148.4400786,126.3407567475,126.2797313992,155.417,491.0809880587,49.9837886022,488.3800263395,,,,,,
14147.2736467498,149.0427114,126.344815968,126.2838007075,155.51,517.9680159106,44.2396400405,515.1944570442,,,,,,
14154.4377912672,149.570868,126.3492133677,126.2882199921,155.694,542.0816982619,37.9965233134,539.2452438599,,,,,,
14161.5493825561,148.6410267,126.3535763093,126.2926166562,155.735,499.4514314877,49.8855918365,496.7304449187,,,,,,
14168.8110422866,147.8319386,126.3580290572,126.297092166,155.704,463.7496109378,60.0634517038,461.1287910532,,,,,,
14175.8185208244,147.4911771,126.3623237816,126.3014122933,155.582,449.0061325617,65.7692274694,446.4284425502,,,,,,
14182.8232484654,147.1425671,126.3666146988,126.3057258978,155.601,434.1739512856,72.2573594874,431.6401981749,,,,,,
14189.7602444676,146.5425033,126.3708620373,126.309982304,155.643,409.3549058545,87.3009305829,406.8951112297,,,,,,
14203.4868453824,147.3351697,126.3792603547,126.3183919138,155.886,441.7049485165,74.9233981824,439.1501364888,,,,,,
14210.2676146607,148.1152635,126.383406024,126.3225463345,155.991,474.9225214559,59.0398066014,472.2736293577,,,,,,
14216.9150726943,145.4117777,126.3874682688,126.3266242298,155.799,364.2430829803,107.3963764392,361.9243493335,,,,,,
14223.4852761542,146.7988358,126.3914814376,126.3306438504,155.775,418.9468816857,80.9849562986,416.4601120734,,,,,,
14229.5650492281,149.0116578,126.3951933938,126.3343506122,155.798,514.2602612898,46.9408899415,511.5044622364,,,,,,
14235.3947811185,147.6763778,126.3987512002,126.3379100354,155.863,455.3302065412,68.7841691963,452.7373937189,,,,,,
14240.2938806413,148.961618,126.4017399278,126.3409107251,155.97,511.6963976173,49.7360918739,508.9480986311,,,,,,
14244.1708461706,146.9306602,126.4041043672,126.3432870832,156.014,423.8399318507,82.6888287183,421.339494357,,,,,,
14246.8782223318,148.7825672,126.4057551292,126.3449435462,156.024,503.4469552305,52.6703308465,500.7217184517,,,,,,
14248.1955665053,151.9997279,126.4065582369,126.3457498135,156.04,658.1265916649,16.323798642,655.0103334057,,,,,,
14248.7079098274,147.2861152,126.4068705626,126.3460648742,156.04,438.4857076486,76.6655186309,435.9428566299,,,,,,
14248.7811036869,147.4866598,126.4069151808,126.3461091968,156.042,446.9228798061,73.3993181025,444.3556332109,,,,,,
14250.9771469115,146.6729476,126.4082537598,126.3474530755,156.054,413.1257276662,88.5114499611,410.6578164367,,,,,,
14253.2937067938,144.9124772,126.4096655752,126.3488651163,156.081,344.6076935957,125.5861532669,342.3540380245,,,,,,
14256.3545359144,146.6532006,126.4115306297,126.3507272106,156.119,412.1904257269,90.3031964366,409.7252031879,,,,,,
14259.88692182,144.6479355,126.4136825202,126.3528837947,156.156,334.7089169012,133.1730886642,332.4879817332,,,,,,
14263.32233466,145.1338135,126.4157748245,126.354971246,156.188,352.6449163991,122.8591903668,350.3649718588,,,,,,
14266.1542963516,145.1038991,126.4174992239,126.3566791816,156.218,351.4582546694,123.7456208334,349.1815403292,,,,,,
14268.0696883134,145.816251,126.4186653242,126.3578229842,156.228,378.6304208456,108.383694741,376.2663300506,,,,,,
14269.2238951777,144.6621307,126.4193679356,126.35850265,156.227,335.0227997932,133.0301410295,332.7983932799,,,,,,
14269.6935393784,145.0872878,126.4196538103,126.3587758493,156.196,350.7571598879,122.4721189176,348.480558774,,,,,,
14268.5594243856,145.771539,126.4189634528,126.3580708278,156.154,376.8827464729,107.3805979765,374.5221803085,,,,,,
14266.0588071348,144.5178243,126.4174410855,126.3565357961,156.134,329.832400123,133.7995536747,327.6238725119,,,,,,
14261.9724682622,145.3092418,126.4149527618,126.3540443553,156.085,359.299510167,114.8489063173,356.9941582607,,,,,,
14256.9157437683,146.0347067,126.4118725469,126.3509577188,156.026,387.4499739537,99.008336756,385.0556201994,,,,,,
14250.9925701398,146.4464499,126.4082631602,126.3473324079,155.985,403.9745239632,88.6714157858,401.5289278202,,,,,,
14244.8189154533,147.9707408,126.4044995415,126.3435662918,155.863,467.7346772089,61.3129591392,465.1027620198,,,,,,
14238.3229341021,147.2022294,126.4005376627,126.3395998786,155.801,435.2493105491,73.3210403482,432.7103791341,,,,,,
14231.6850040184,145.7633768,126.3964873421,126.3355519677,155.765,377.4403777162,101.39731139,375.0764072732,,,,,,
14224.6138994119,146.0098521,126.3921706293,126.3312231785,155.833,387.2484362292,96.6121484401,384.8534262863,,,,,,
14217.4827364698,144.7906802,126.3878150787,126.3268587866,155.839,340.9127011847,120.1943810371,338.6654446734,,,,,,
14210.2186476183,145.0983501,126.3833760933,126.3224120534,155.754,352.5358495284,112.4585995016,350.2502520714,,,,,,
14202.8137209954,145.923867,126.3788487077,126.3178726047,155.703,384.395016228,94.2284310797,382.0077400465,,,,,,
14195.5432120855,146.2073564,126.3744012082,126.3134107669,155.631,395.7690728547,88.259328371,393.3461116408,,,,,,
14188.2776659861,147.3739305,126.3699544684,126.3089465674,155.602,443.7335480786,67.4052411948,441.1670091369,,,,,,
14181.0016580608,146.0050069,126.365499043,126.304468768,155.584,388.1112026923,95.1989143534,385.7102688643,,,,,,
14173.5286403803,148.9307255,126.3609205995,126.2998574005,155.762,512.1561909355,45.7554095114,509.3960932484,,,,,,
14166.2632543975,149.1750415,126.3564670493,126.2953604474,155.695,523.4798050676,40.5891122087,520.6873399616,,,,,,
14159.0830843221,148.281299,126.3520634904,126.2909276622,155.546,483.5764315761,50.9325011634,480.8913700372,,,,,,
14152.2048691473,149.8260932,126.347843024,126.2866879537,155.418,554.1035993516,30.8681003703,551.2282313264,,,,,,
14140.4138359278,148.221212,126.3406032828,126.2794034216,155.382,481.4429636903,52.7626161089,478.7610378364,,,,,,
14135.7156092245,149.7579582,126.3377168708,126.2764981915,155.485,551.3789641331,33.5825094637,548.5077039171,,,,,,
14131.7418452866,149.086785,126.3352747923,126.2740389686,155.553,520.421381494,41.3605263762,517.6312167309,,,,,,
14128.7663562481,148.7088525,126.3334457545,126.2722063309,155.518,503.4030913158,45.7672206968,500.6588270283,,,,,,
14126.2391704474,148.8126368,126.3318919868,126.2706534476,155.474,508.1410134577,43.6044055511,505.3838873566,,,,,,
14124.3763485187,151.4921517,126.3307465062,126.2695141672,155.416,636.1814441122,15.2790950324,633.0963113259,,,,,,
14123.2936291714,143.9902727,126.3300806544,126.2688562621,155.401,314.048600565,129.976582969,311.8823830865,,,,,,
14122.9327479192,142.1858837,126.329858708,126.2686408448,155.391,253.3586201112,174.3222800313,251.4135285474,,,,,,
14122.8676160578,142.1691583,126.3298186505,126.2686010568,155.389,252.8277206428,174.7642145731,250.8846805329,,,,,,
14122.8676160578,142.5518321,126.3298186505,126.2686010568,155.389,265.1436132048,164.7928796928,263.1537203565,,,,,,
14122.7373529919,143.3852672,126.3297385353,126.2685222006,155.389,292.9829593728,144.0896011338,290.8910580319,,,,,,
14122.7373529919,143.4227753,126.3297385353,126.2685222006,155.389,294.2683993966,143.0948197733,292.1719058389,,,,,,
14122.5349144033,143.9262737,126.3296140289,126.2683985319,155.385,311.8005554508,131.3024084183,309.6424315816,,,,,,
14122.5349144033,143.8375223,126.3296140289,126.2683985319,155.385,308.6741099774,133.344241232,306.5268520303,,,,,,
14122.5349144033,143.2838519,126.3296140289,126.2683985319,155.385,289.5256533206,146.4619886343,287.4461817909,,,,,,
14122.4697833051,143.1184612,126.3295739707,126.2683587433,155.386,283.9259528013,150.4925082095,281.866734398,,,,,,
14122.4697833051,142.9605977,126.3295739707,126.2683587433,155.386,278.6308413876,154.3906223168,276.5909502844,,,,,,
14122.4697833051,143.8281529,126.3295739707,126.2683587433,155.386,308.3463708257,133.583829587,306.2002645448,,,,,,
14122.4697833051,143.9899493,126.3295739707,126.2683587433,155.386,314.0547718593,129.8471804556,311.8888567716,,,,,,
14122.3395217674,143.5869983,126.3294938542,126.2682791659,155.385,299.9380324471,139.1928441132,297.821459696,,,,,,
14122.3395217674,143.8978509,126.3294938542,126.2682791659,155.385,310.8017995291,131.9545944456,308.6471692878,,,,,,
14122.3395217674,144.6338248,126.3294938542,126.2682791659,155.385,337.2932664396,115.5877681811,335.0485313725,,,,,,
14122.3395217674,143.6696,126.3294938542,126.2682791659,155.385,302.8059667726,137.25059716,300.6792811468,,,,,,
14122.3395217674,143.2618929,126.3294938542,126.2682791659,155.385,288.782907745,146.9697257581,286.7061374454,,,,,,
14122.2092611054,143.2825903,126.3294137375,126.2681995882,155.385,289.4894912932,146.4683205467,287.4101955578,,,,,,
14122.2092611054,143.6666068,126.3294137375,126.2681995882,155.385,302.7045735071,137.3207391898,300.5782632848,,,,,,
14122.2092611054,145.0158557,126.3294137375,126.2681995882,155.385,351.4746096857,107.5191535142,349.1831132162,,,,,,
14122.2092611054,143.7181448,126.3294137375,126.2681995882,155.385,304.5005878943,136.1155102578,302.3679679624,,,,,,
14122.2092611054,144.5391387,126.3294137375,126.2681995882,155.385,333.8272160265,117.6110166162,331.5940832083,,,,,,
14122.1441311043,143.5090332,126.3293736791,126.2681597993,155.384,297.2477156185,141.0148365011,295.140701253,,,,,,
14122.1441311043,143.1403488,126.3293736791,126.2681597993,155.384,284.6707616748,149.9069947073,282.6088845145,,,,,,
14122.1441311043,143.7126193,126.3293736791,126.2681597993,155.384,304.3091672711,136.2211274443,302.1772283155,,,,,,
14122.1441311043,145.1594425,126.3293736791,126.2681597993,155.384,356.8805620772,104.5415760708,354.5714917987,,,,,,
14122.1441311043,144.4931325,126.3293736791,126.2681597993,155.384,332.1496299407,118.6109949026,329.9221345027,,,,,,
14122.1441311043,144.781392,126.3293736791,126.2681597993,155.384,342.7397665165,112.4152964017,340.4769801137,,,,,,
14122.0138717586,145.4822965,126.3292935622,126.2680809091,155.384,369.1860807738,98.0437322019,366.8375215372,,,,,,
14122.0138717586,144.1612907,126.3292935622,126.2680809091,155.384,320.1669566213,125.9492040323,317.9801219242,,,,,,
14122.0138717586,144.0338079,126.3292935622,126.2680809091,155.384,315.6210555154,128.8268607069,313.4498279391,,,,,,
14122.0138717586,145.2476686,126.3292935622,126.2680809091,155.384,360.2247489167,102.7452142506,357.9049140727,,,,,,
14122.0138717586,145.8596094,126.3292935622,126.2680809091,155.384,383.8279886099,90.8092852074,381.4332367261,,,,,,
14121.8836132897,145.959878,126.329213445,126.2680013309,155.389,387.7700067506,88.9083416909,385.3629908719,,,,,,
14121.8836132897,145.9398226,126.329213445,126.2680013309,155.389,386.980552043,89.2869535367,384.5759914312,,,,,,
14121.8836132897,149.0834974,126.329213445,126.2680013309,155.389,520.5468608786,39.7593630386,517.7574383059,,,,,,
14121.8836132897,148.8869461,126.329213445,126.2680013309,155.389,511.6166624671,42.2117093795,508.8513025356,,,,,,
14121.7392553676,145.9394446,126.3291246549,126.2679131381,155.384,386.9691500547,89.2185168145,384.56464835,,,,,,
14121.6741257969,150.4404651,126.3290845954,126.2678733482,155.385,584.3141920013,24.2707461209,581.3586698378,,,,,,
14121.3132381508,149.720923,126.3288626196,126.2676577189,155.367,550.0556523458,31.4168881759,547.1884888418,,,,,,
14119.5441275402,150.0563393,126.3277743878,126.26658551,155.326,565.9523853904,27.1405646091,563.0447927941,,,,,,
14115.7807839867,149.1323186,126.3254589912,126.2642929065,155.266,522.9465991166,36.9625259255,520.1528452149,,,,,,
14103.819652239,145.7062242,126.3180958057,126.2569190606,155.212,378.2754704068,89.8851097699,375.8995226337,,,,,,
14096.2990468196,146.3910123,126.3134629777,126.2522934074,155.187,405.5679986341,77.1057449876,403.1079867906,,,,,,
14088.2699423137,148.3473988,126.3085141763,126.2473825302,155.172,488.4107191263,46.2617788838,485.712435459,,,,,,
14079.7197683467,148.3506157,126.3032411077,126.2421479895,155.149,488.7843445082,45.5271948919,486.0867264114,,,,,,
14061.5492460709,147.8370795,126.2920243305,126.2309899285,155.098,466.8231065697,53.1866894193,464.1894022573,,,,,,
14051.4048237874,144.0011176,126.2857558084,126.2247451841,155.13,315.9994162683,123.9856060618,313.8340434059,,,,,,
14040.6810105439,147.6515429,126.279124342,126.2181715835,155.136,459.3894059901,57.1756334751,456.7802750203,,,,,,
14018.617781875,149.4785996,126.265464784,126.2045770065,155.213,541.680127685,32.5972529275,538.8496279851,,,,,,
14007.5729402284,147.5254606,126.2586187391,126.1977709277,155.188,454.8703467601,58.225131535,452.2785627375,,,,,,
13996.3420564345,145.8767658,126.2516518402,126.1908210751,155.156,387.5364197131,83.6536000412,385.1450979364,,,,,,
13984.9488037786,144.0405096,126.2445785038,126.1837481942,155.023,318.8639279054,116.7370128037,316.6951635795,,,,,,
13973.6577947512,147.8564903,126.2375629565,126.1767383088,154.845,470.0116463983,47.5480540228,467.3780194824,,,,,,
13952.3213360801,146.1672605,126.2242902859,126.1635237873,154.752,400.1494824716,73.0638505599,397.7220609602,,,,,,
